MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalChurn,MaxChurn,AvgChurn,NFix,IsBuggy
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java/createComplete(int, LedgerHandle, Object)",1,5,3,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java/safeCreateComplete(int, LedgerHandle, Object)",1,0,3,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java/addComplete(int, LedgerHandle, long, Object)",1,5,4,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java/safeAddComplete(int, LedgerHandle, long, Object)",1,0,4,0,0,0,0,1,1,0,0,0,0.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java/setUncaughtExceptionHandler(UncaughtExceptionHandler),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java/invokeUncaughtExceptionHandler(Throwable),1,2,1,0,0,0,1,1,1,2,2,2,2.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/processResult(int, String, Object, Stat)",1,5,4,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/safeProcessResult(int, String, Object, Stat)",1,0,4,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/processResult(int, String, Object, byte[], Stat)",1,5,5,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/safeProcessResult(int, String, Object, byte[], Stat)",1,0,5,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/processResult(int, String, Object, List, Stat)",1,5,5,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/safeProcessResult(int, String, Object, List, Stat)",1,0,5,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/processResult(int, String, Object, List)",1,5,4,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/safeProcessResult(int, String, Object, List)",1,0,4,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/processResult(int, String, Object, String)",1,5,4,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/safeProcessResult(int, String, Object, String)",1,0,4,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/processResult(int, String, Object)",1,5,3,1,2,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/safeProcessResult(int, String, Object)",1,0,3,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java/createFullPathOptimistic(ZooKeeper, String, byte[], List, CreateMode, AsyncCallback.StringCallback, Object)",1,29,7,2,1,1,0,1,1,29,29,29,29.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java/safeProcessResult(int, String, Object, String)",1,19,4,2,1,0,0,1,1,8,8,8,8.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java/logErrorAndCreateZKException(String, String, int)",1,3,3,0,0,0,1,1,1,3,3,3,3.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java/writeComplete(int, long, long, InetSocketAddress, Object)",2,5,5,1,1,0,0,1,1,7,7,7,7.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java/resetComplete(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java/waitForComplete(),2,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java/waitFor(int),2,5,1,1,1,1,0,1,1,5,5,5,5.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java/getValidLedgerId(String),2,13,1,2,2,1,3,1,1,13,13,13,13.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java/main(String[]),2,78,1,4,1,2,25,3,1,78,78,70,26.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java/compare(String, String)",2,12,2,2,2,0,2,1,1,12,12,12,12.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java/readLedger(ClientConfiguration, long, byte[])",2,65,3,11,5,5,14,1,1,65,65,65,65.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java/usage(Options),2,2,1,0,0,0,1,1,1,2,2,2,2.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java/main(String[]),2,109,1,16,7,4,20,2,1,109,109,105,54.5000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java/process(WatchedEvent),2,4,1,1,1,0,0,2,1,42,42,42,21.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java/run(),2,1,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/close(),2,4,0,1,1,0,1,1,1,4,4,4,4.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/setEntryData(byte[]),2,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/getRandomLedger(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/getDuration(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/run(),2,65,0,10,3,4,10,2,1,8,14,8,7.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/getThroughput(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/addComplete(int, LedgerHandle, long, Object)",2,9,4,1,1,0,2,2,1,9,9,7,4.5000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/main(String[]),2,140,1,14,3,3,36,4,2,143,146,109,36.5000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/process(WatchedEvent),2,3,1,1,1,0,0,1,1,3,3,3,3.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/percentile(long[], int)",2,9,2,1,1,1,5,1,1,9,9,9,9.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java/warmUp(byte[], int, int, int, byte[], ClientConfiguration)",2,31,6,3,2,2,7,2,2,31,31,30,15.5000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/closeHandle(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/main(String[]),2,17,1,4,2,0,3,1,1,17,17,17,17.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/writeSameEntryBatch(byte[], int)",2,12,2,1,1,0,2,1,1,12,12,12,12.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/writeSameEntry(byte[], int)",2,9,2,1,1,0,2,1,1,9,9,9,9.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/main(String[]),2,136,1,23,5,4,41,4,2,142,148,101,37.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/run(),2,2,0,0,0,0,0,1,1,2,2,2,2.0000,0,no
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/call(),2,22,0,2,2,1,5,1,1,31,31,31,31.0000,0,no
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/addComplete(int, LedgerHandle, long, Object)",2,4,4,1,1,0,0,2,2,4,4,3,2.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerId(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedger(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getEntry(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/writeComplete(int, long, long, InetSocketAddress, Object)",2,2,5,0,0,0,0,1,1,4,4,4,4.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/run(),2,44,0,6,3,0,1,8,4,83,152,65,19.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown(),2,7,0,1,1,0,0,6,3,15,29,13,4.8333,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/checkDirectoryStructure(File),2,24,1,4,2,0,5,2,2,24,24,20,12.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/accept(File, String)",2,4,2,1,1,0,0,1,1,4,4,4,4.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/checkEnvironment(ZooKeeper),2,64,1,14,4,2,9,2,1,64,64,51,32.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getCurrentDirectory(File),2,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getCurrentDirectories(File[]),2,5,1,1,1,0,2,1,1,5,5,5,5.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/readJournal(),2,36,0,5,3,1,6,5,3,88,140,84,28.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/process(int, long, ByteBuffer)",2,31,3,5,3,1,6,1,1,31,31,31,31.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/start(),2,12,0,1,2,0,0,4,2,17,22,17,5.5000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/registerJMX(BKMBeanInfo),2,15,1,2,3,0,0,3,1,16,17,16,5.6667,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/unregisterJMX(),2,16,0,4,2,0,0,2,1,16,16,16,8.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/instantiateZookeeperClient(ServerConfiguration),2,6,1,1,1,0,0,1,1,6,6,6,6.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/registerBookie(int),2,14,1,2,2,0,0,2,2,14,14,14,7.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/newZookeeper(String, int)",2,26,2,4,3,0,1,2,2,30,34,30,17.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/process(WatchedEvent),2,16,1,4,3,0,0,3,2,20,24,17,8.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/isRunning(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown(int),2,26,1,3,3,0,0,5,2,29,32,28,6.4000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerForEntry(ByteBuffer, byte[])",2,15,2,1,1,1,3,4,2,23,31,16,7.7500,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntryByLedgerId(long, ByteBuffer)",2,3,2,0,0,0,2,3,1,6,9,6,3.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntryInternal(LedgerDescriptor, ByteBuffer, WriteCallback, Object)",2,8,4,1,1,0,2,2,2,8,8,8,4.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/recoveryAddEntry(ByteBuffer, WriteCallback, Object, byte[])",2,4,4,0,0,0,1,2,1,8,12,8,6.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntry(ByteBuffer, WriteCallback, Object, byte[])",2,8,4,1,1,0,1,3,2,16,24,16,8.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/fenceLedger(long, byte[])",2,4,2,0,0,0,1,1,1,4,4,4,4.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/readEntry(long, long)",2,5,2,1,1,0,1,3,2,9,13,9,4.3333,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/incCount(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/waitZero(),2,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/main(String[]),2,16,1,1,1,1,6,3,3,16,16,15,5.3333,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/getName(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/isHidden(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/getQueueLength(),2,1,0,0,0,0,0,2,2,1,1,1,0.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/create(int),2,12,1,5,1,0,0,3,3,12,12,6,4.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/setCode(int),2,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/getCode(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/getMessage(int),2,29,1,8,2,1,2,4,3,29,29,14,7.2500,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java/getQueueLength(),2,0,0,0,0,0,0,1,1,0,0,0,0.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/getFileChannel(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/write(ByteBuffer),2,22,1,4,2,0,2,1,1,22,22,22,22.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/position(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/size(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/flush(boolean),2,12,1,2,1,0,0,1,1,12,12,12,12.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/read(ByteBuffer, long)",2,57,2,12,6,3,7,2,1,57,57,54,28.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/verify(Cookie),2,7,1,1,1,1,0,1,1,7,7,7,7.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/toString(),2,6,0,0,0,1,1,1,1,6,6,6,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/parse(Scanner),2,13,1,2,1,1,1,1,1,13,13,13,13.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/writeToDirectory(File),2,12,1,1,2,0,3,1,1,12,12,12,12.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/writeToZooKeeper(ZooKeeper, ServerConfiguration)",2,20,2,3,4,0,4,2,1,20,20,19,10.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/deleteFromZooKeeper(ZooKeeper, ServerConfiguration)",2,5,2,1,1,0,1,1,1,5,5,5,5.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/generateCookie(ServerConfiguration),2,12,1,1,1,0,4,1,1,12,12,12,12.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/readFromZooKeeper(ZooKeeper, ServerConfiguration)",2,6,2,0,0,0,4,1,1,6,6,6,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/readFromDirectory(File),2,2,1,0,0,0,1,1,1,2,2,2,2.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/getZkPath(ServerConfiguration),2,2,1,0,0,0,1,2,1,2,2,1,1.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/accept(long),2,0,1,0,0,0,0,2,2,1,2,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/process(long, ByteBuffer)",2,0,2,0,0,0,0,2,2,1,2,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getCurrentLogId(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/createNewLog(),2,24,0,5,3,1,5,1,1,24,24,24,24.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/removeEntryLog(long),2,21,1,4,3,0,2,2,1,21,21,19,10.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/setLastLogId(File, long)",2,12,2,1,3,1,2,2,2,12,12,12,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getLastLogId(File),2,24,1,4,3,2,6,3,2,24,24,20,8.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/accept(File),2,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readLastLogId(File),2,20,1,4,3,2,3,2,1,20,20,20,10.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/flush(),2,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/addEntry(long, ByteBuffer)",2,10,2,1,1,1,2,4,2,11,12,11,3.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readEntry(long, long, long)",2,38,3,6,2,1,11,2,2,38,38,38,19.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getChannelForLogId(long),2,15,1,2,1,1,4,3,2,17,19,17,6.3333,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/logExists(long),2,7,1,2,2,0,2,1,1,7,7,7,7.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/findFile(long),2,7,1,2,2,0,2,1,1,7,7,7,7.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/scanEntryLog(long, EntryLogScanner)",2,52,2,8,2,2,9,2,1,53,53,52,26.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/shutdown(),2,11,0,2,2,0,0,5,3,14,17,6,3.4000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readHeader(),2,32,0,7,3,0,3,3,1,32,32,29,10.6667,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/checkOpen(boolean),2,30,1,7,4,0,1,4,1,30,30,24,7.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/writeHeader(),2,8,0,0,0,0,1,1,1,8,8,8,8.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/size(),2,6,0,1,1,0,1,2,2,6,6,5,3.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/read(ByteBuffer, long)",2,1,2,0,0,0,0,2,2,9,17,9,8.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readAbsolute(ByteBuffer, long)",2,12,2,2,2,0,2,2,1,12,12,11,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/close(boolean),2,5,1,1,1,0,0,1,1,5,5,5,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/write(ByteBuffer[], long)",2,19,2,3,3,0,3,2,2,19,19,17,9.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/getMasterKey(),2,2,0,0,0,0,0,1,1,2,2,2,2.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/use(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/release(),2,8,0,2,3,0,0,3,3,8,8,8,2.6667,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/delete(),2,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/checkParents(File),2,7,1,2,1,0,1,1,1,7,7,7,7.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/containsIndexFiles(File, String)",2,18,2,5,4,1,3,1,1,18,18,18,18.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/accept(File, String)",2,8,2,2,1,0,0,2,2,5,8,5,4.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/getAllDirectories(ServerConfiguration),2,6,1,1,1,0,2,1,1,6,6,6,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/detectPreviousVersion(File),2,20,1,4,2,0,3,2,2,29,38,29,19.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/newZookeeper(ServerConfiguration),2,22,1,4,2,1,2,1,1,22,22,22,22.0000,0,no
